ticker,price_date,adj_close
BAC,2021-03-01,34.2884
BAC,2021-04-01,36.0975
BAC,2021-05-01,37.7541
BAC,2021-06-01,36.721
BAC,2021-07-01,34.3087
BAC,2021-08-01,37.3406
BAC,2021-09-01,37.9667
BAC,2021-10-01,42.9528
BAC,2021-11-01,39.9772
BAC,2021-12-01,39.9952
BAC,2022-01-01,41.6781
BAC,2022-02-01,39.9257
BAC,2022-03-01,37.2339
BAC,2022-04-01,32.3872
BAC,2022-05-01,33.7669
BAC,2022-06-01,28.2571
BAC,2022-07-01,30.8666
BAC,2022-08-01,30.684
BAC,2022-09-01,27.5708
BAC,2022-10-01,33.1192
BAC,2022-11-01,34.7825
BAC,2022-12-01,30.4358
BAC,2023-01-01,32.7952
BAC,2023-02-01,31.7045
BAC,2023-03-01,26.4358
BAC,2023-04-01,27.2399
BAC,2023-05-01,25.8537
BAC,2023-06-01,26.691
BAC,2023-07-01,30.0079
BAC,2023-08-01,26.8852
BAC,2023-09-01,25.8895
BAC,2023-10-01,24.9061
BAC,2023-11-01,28.8302
BAC,2023-12-01,32.0912
BAC,2024-01-01,32.4152
BAC,2024-02-01,32.9013
BAC,2024-03-01,36.3965
BAC,2024-04-01,35.5231
BAC,2024-05-01,38.3833
BAC,2024-06-01,38.1722
BAC,2024-07-01,38.9258
BAC,2024-08-01,39.3507
BAC,2024-09-01,38.3174
BAC,2024-10-01,40.6472
BAC,2024-11-01,46.1777
BAC,2024-12-01,42.7175
BAC,2025-01-01,45.2519
BAC,2025-02-01,45.0565
BAC,2025-03-01,40.7854
BAC,2025-04-01,39.2232
BAC,2025-05-01,43.4032
BAC,2025-06-01,46.5407
BAC,2025-07-01,46.7655
BAC,2025-08-01,50.1985
BAC,2025-09-01,51.0394
BAC,2025-10-01,53.1737
BAC,2025-11-01,53.3726
BAC,2025-12-01,54.7157
BAC,2026-01-01,53.2
BAC,2026-02-01,51.07
