ticker,price_date,adj_close
DUK,2021-03-01,79.4995
DUK,2021-04-01,82.9256
DUK,2021-05-01,82.5385
DUK,2021-06-01,82.0858
DUK,2021-07-01,87.399
DUK,2021-08-01,87.0249
DUK,2021-09-01,81.8991
DUK,2021-10-01,85.6085
DUK,2021-11-01,81.4124
DUK,2021-12-01,88.8925
DUK,2022-01-01,89.0281
DUK,2022-02-01,85.0877
DUK,2022-03-01,95.5669
DUK,2022-04-01,94.2831
DUK,2022-05-01,96.303
DUK,2022-06-01,92.5881
DUK,2022-07-01,94.9371
DUK,2022-08-01,92.329
DUK,2022-09-01,81.0737
DUK,2022-10-01,81.2131
DUK,2022-11-01,87.0963
DUK,2022-12-01,90.6939
DUK,2023-01-01,90.2184
DUK,2023-02-01,83.0062
DUK,2023-03-01,85.8213
DUK,2023-04-01,87.9653
DUK,2023-05-01,79.4338
DUK,2023-06-01,80.6517
DUK,2023-07-01,84.1388
DUK,2023-08-01,79.807
DUK,2023-09-01,80.2183
DUK,2023-10-01,80.7909
DUK,2023-11-01,83.872
DUK,2023-12-01,89.2188
DUK,2024-01-01,88.1064
DUK,2024-02-01,84.4288
DUK,2024-03-01,89.9246
DUK,2024-04-01,91.3658
DUK,2024-05-01,96.3032
DUK,2024-06-01,94.1311
DUK,2024-07-01,102.6211
DUK,2024-08-01,107.0163
DUK,2024-09-01,109.2939
DUK,2024-10-01,109.2655
DUK,2024-11-01,110.9528
DUK,2024-12-01,103.1012
DUK,2025-01-01,107.1682
DUK,2025-02-01,112.4314
DUK,2025-03-01,117.7988
DUK,2025-04-01,117.8471
DUK,2025-05-01,113.6941
DUK,2025-06-01,115.0011
DUK,2025-07-01,118.5486
DUK,2025-08-01,119.377
DUK,2025-09-01,121.6476
DUK,2025-10-01,122.1882
DUK,2025-11-01,121.8343
DUK,2025-12-01,116.2202
DUK,2026-01-01,120.3252
DUK,2026-02-01,127.79
