ticker,price_date,adj_close
JPM,2021-03-01,134.0578
JPM,2021-04-01,135.4492
JPM,2021-05-01,145.486
JPM,2021-06-01,137.7794
JPM,2021-07-01,134.4487
JPM,2021-08-01,142.5023
JPM,2021-09-01,145.8343
JPM,2021-10-01,151.358
JPM,2021-11-01,142.3571
JPM,2021-12-01,141.927
JPM,2022-01-01,133.1882
JPM,2022-02-01,127.8552
JPM,2022-03-01,122.9142
JPM,2022-04-01,107.622
JPM,2022-05-01,120.1101
JPM,2022-06-01,102.2884
JPM,2022-07-01,104.7864
JPM,2022-08-01,104.2196
JPM,2022-09-01,95.7614
JPM,2022-10-01,115.3536
JPM,2022-11-01,127.7579
JPM,2022-12-01,123.9856
JPM,2023-01-01,129.4037
JPM,2023-02-01,133.517
JPM,2023-03-01,121.3714
JPM,2023-04-01,128.7575
JPM,2023-05-01,127.393
JPM,2023-06-01,136.5267
JPM,2023-07-01,148.2794
JPM,2023-08-01,138.3055
JPM,2023-09-01,137.0674
JPM,2023-10-01,131.4342
JPM,2023-11-01,148.6094
JPM,2023-12-01,161.9583
JPM,2024-01-01,166.0144
JPM,2024-02-01,178.2468
JPM,2024-03-01,191.8889
JPM,2024-04-01,183.6883
JPM,2024-05-01,195.2533
JPM,2024-06-01,194.8968
JPM,2024-07-01,205.0531
JPM,2024-08-01,217.8165
JPM,2024-09-01,204.3096
JPM,2024-10-01,215.026
JPM,2024-11-01,243.4451
JPM,2024-12-01,233.6867
JPM,2025-01-01,260.5834
JPM,2025-02-01,259.3325
JPM,2025-03-01,240.3713
JPM,2025-04-01,239.7049
JPM,2025-05-01,260.289
JPM,2025-06-01,285.8347
JPM,2025-07-01,292.0758
JPM,2025-08-01,298.6147
JPM,2025-09-01,312.4943
JPM,2025-10-01,308.2244
JPM,2025-11-01,311.6741
JPM,2025-12-01,320.7731
JPM,2026-01-01,304.5164
JPM,2026-02-01,297.67
