ticker,price_date,adj_close
AMT,2021-03-01,206.4244
AMT,2021-04-01,219.9897
AMT,2021-05-01,221.7293
AMT,2021-06-01,234.471
AMT,2021-07-01,246.6345
AMT,2021-08-01,254.8062
AMT,2021-09-01,231.4684
AMT,2021-10-01,247.0576
AMT,2021-11-01,229.9808
AMT,2021-12-01,256.2838
AMT,2022-01-01,221.4548
AMT,2022-02-01,199.7671
AMT,2022-03-01,221.2082
AMT,2022-04-01,212.2267
AMT,2022-05-01,226.7372
AMT,2022-06-01,226.2592
AMT,2022-07-01,241.1789
AMT,2022-08-01,226.236
AMT,2022-09-01,191.1941
AMT,2022-10-01,184.5064
AMT,2022-11-01,198.4637
AMT,2022-12-01,190.0408
AMT,2023-01-01,201.8656
AMT,2023-02-01,178.931
AMT,2023-03-01,184.6511
AMT,2023-04-01,184.6963
AMT,2023-05-01,167.9084
AMT,2023-06-01,176.5569
AMT,2023-07-01,174.673
AMT,2023-08-01,166.4217
AMT,2023-09-01,150.9379
AMT,2023-10-01,163.5489
AMT,2023-11-01,193.5608
AMT,2023-12-01,200.1433
AMT,2024-01-01,182.8252
AMT,2024-02-01,185.8248
AMT,2024-03-01,184.6381
AMT,2024-04-01,160.3143
AMT,2024-05-01,184.5524
AMT,2024-06-01,183.2701
AMT,2024-07-01,209.5279
AMT,2024-08-01,213.0074
AMT,2024-09-01,221.0881
AMT,2024-10-01,203.0063
AMT,2024-11-01,200.1359
AMT,2024-12-01,175.6312
AMT,2025-01-01,178.6792
AMT,2025-02-01,198.6484
AMT,2025-03-01,210.2222
AMT,2025-04-01,217.7674
AMT,2025-05-01,209.0784
AMT,2025-06-01,215.2831
AMT,2025-07-01,204.5784
AMT,2025-08-01,200.1215
AMT,2025-09-01,188.8024
AMT,2025-10-01,177.2552
AMT,2025-11-01,179.5232
AMT,2025-12-01,173.8781
AMT,2026-01-01,179.28
AMT,2026-02-01,190.05
