ticker,price_date,adj_close
MSFT,2021-03-01,226.2354
MSFT,2021-04-01,241.9817
MSFT,2021-05-01,239.5828
MSFT,2021-06-01,260.545
MSFT,2021-07-01,274.0194
MSFT,2021-08-01,290.3408
MSFT,2021-09-01,271.6628
MSFT,2021-10-01,319.5546
MSFT,2021-11-01,318.562
MSFT,2021-12-01,324.6765
MSFT,2022-01-01,300.2138
MSFT,2022-02-01,288.4458
MSFT,2022-03-01,298.2516
MSFT,2022-04-01,268.466
MSFT,2022-05-01,263.0004
MSFT,2022-06-01,249.0298
MSFT,2022-07-01,272.2135
MSFT,2022-08-01,253.5289
MSFT,2022-09-01,226.3058
MSFT,2022-10-01,225.5577
MSFT,2022-11-01,247.9162
MSFT,2022-12-01,233.6867
MSFT,2023-01-01,241.4723
MSFT,2023-02-01,243.0411
MSFT,2023-03-01,281.6304
MSFT,2023-04-01,300.1519
MSFT,2023-05-01,320.793
MSFT,2023-06-01,333.3891
MSFT,2023-07-01,328.8662
MSFT,2023-08-01,320.8775
MSFT,2023-09-01,309.7742
MSFT,2023-10-01,331.711
MSFT,2023-11-01,371.7388
MSFT,2023-12-01,369.6719
MSFT,2024-01-01,390.8471
MSFT,2024-02-01,406.6352
MSFT,2024-03-01,414.36
MSFT,2024-04-01,383.4446
MSFT,2024-05-01,408.8546
MSFT,2024-06-01,440.9876
MSFT,2024-07-01,412.7691
MSFT,2024-08-01,411.5752
MSFT,2024-09-01,425.3249
MSFT,2024-10-01,401.6519
MSFT,2024-11-01,418.564
MSFT,2024-12-01,417.4606
MSFT,2025-01-01,411.0823
MSFT,2025-02-01,393.1855
MSFT,2025-03-01,372.538
MSFT,2025-04-01,392.257
MSFT,2025-05-01,456.8624
MSFT,2025-06-01,494.5372
MSFT,2025-07-01,530.4188
MSFT,2025-08-01,503.7636
MSFT,2025-09-01,515.8051
MSFT,2025-10-01,515.6656
MSFT,2025-11-01,489.9725
MSFT,2025-12-01,482.5187
MSFT,2026-01-01,429.3101
MSFT,2026-02-01,384.47
