ticker,price_date,adj_close
PLD,2021-03-01,92.1463
PLD,2021-04-01,101.929
PLD,2021-05-01,103.0749
PLD,2021-06-01,104.5531
PLD,2021-07-01,112.5589
PLD,2021-08-01,118.3785
PLD,2021-09-01,110.2645
PLD,2021-10-01,128.0384
PLD,2021-11-01,133.1524
PLD,2021-12-01,148.7067
PLD,2022-01-01,139.0646
PLD,2022-02-01,129.3367
PLD,2022-03-01,143.197
PLD,2022-04-01,142.872
PLD,2022-05-01,113.6273
PLD,2022-06-01,104.8655
PLD,2022-07-01,119.0048
PLD,2022-08-01,111.778
PLD,2022-09-01,91.2107
PLD,2022-10-01,100.057
PLD,2022-11-01,106.4173
PLD,2022-12-01,101.8458
PLD,2023-01-01,117.5812
PLD,2023-02-01,112.2333
PLD,2023-03-01,113.4793
PLD,2023-04-01,114.7477
PLD,2023-05-01,114.1064
PLD,2023-06-01,112.3474
PLD,2023-07-01,115.1087
PLD,2023-08-01,114.6012
PLD,2023-09-01,103.5379
PLD,2023-10-01,93.6187
PLD,2023-11-01,106.795
PLD,2023-12-01,123.8647
PLD,2024-01-01,118.4742
PLD,2024-02-01,124.6275
PLD,2024-03-01,121.7753
PLD,2024-04-01,96.138
PLD,2024-05-01,104.0891
PLD,2024-06-01,105.8036
PLD,2024-07-01,119.7716
PLD,2024-08-01,121.4534
PLD,2024-09-01,119.9901
PLD,2024-10-01,108.1131
PLD,2024-11-01,111.7889
PLD,2024-12-01,101.1825
PLD,2025-01-01,115.1481
PLD,2025-02-01,119.6575
PLD,2025-03-01,107.9447
PLD,2025-04-01,99.5633
PLD,2025-05-01,105.7982
PLD,2025-06-01,102.408
PLD,2025-07-01,105.0181
PLD,2025-08-01,111.9026
PLD,2025-09-01,112.6304
PLD,2025-10-01,123.1308
PLD,2025-11-01,127.5365
PLD,2025-12-01,126.6732
PLD,2026-01-01,130.56
PLD,2026-02-01,140.74
