ticker,price_date,adj_close
AAPL,2021-03-01,118.9736
AAPL,2021-04-01,128.0415
AAPL,2021-05-01,121.3696
AAPL,2021-06-01,133.625
AAPL,2021-07-01,142.3083
AAPL,2021-08-01,148.1329
AAPL,2021-09-01,138.2613
AAPL,2021-10-01,146.3713
AAPL,2021-11-01,161.5166
AAPL,2021-12-01,173.759
AAPL,2022-01-01,171.0288
AAPL,2022-02-01,161.5762
AAPL,2022-03-01,171.0802
AAPL,2022-04-01,154.4631
AAPL,2022-05-01,145.8311
AAPL,2022-06-01,134.153
AAPL,2022-07-01,159.4587
AAPL,2022-08-01,154.2681
AAPL,2022-09-01,135.7936
AAPL,2022-10-01,150.6699
AAPL,2022-11-01,145.4523
AAPL,2022-12-01,127.8793
AAPL,2023-01-01,142.0127
AAPL,2023-02-01,145.0834
AAPL,2023-03-01,162.5452
AAPL,2023-04-01,167.2569
AAPL,2023-05-01,174.7188
AAPL,2023-06-01,191.4646
AAPL,2023-07-01,193.9125
AAPL,2023-08-01,185.4433
AAPL,2023-09-01,169.2267
AAPL,2023-10-01,168.7919
AAPL,2023-11-01,187.7497
AAPL,2023-12-01,190.5505
AAPL,2024-01-01,182.504
AAPL,2024-02-01,178.8916
AAPL,2024-03-01,169.9335
AAPL,2024-04-01,168.7938
AAPL,2024-05-01,190.5161
AAPL,2024-06-01,209.0036
AAPL,2024-07-01,220.3756
AAPL,2024-08-01,227.2425
AAPL,2024-09-01,231.4795
AAPL,2024-10-01,224.4357
AAPL,2024-11-01,235.7812
AAPL,2024-12-01,249.0595
AAPL,2025-01-01,234.7178
AAPL,2025-02-01,240.5261
AAPL,2025-03-01,221.1661
AAPL,2025-04-01,211.5779
AAPL,2025-05-01,199.9784
AAPL,2025-06-01,204.5475
AAPL,2025-07-01,206.9403
AAPL,2025-08-01,231.4357
AAPL,2025-09-01,254.1456
AAPL,2025-10-01,269.8557
AAPL,2025-11-01,278.3195
AAPL,2025-12-01,271.6058
AAPL,2026-01-01,259.2374
AAPL,2026-02-01,266.18
