ticker,price_date,adj_close
UNH,2021-03-01,342.951
UNH,2021-04-01,368.8948
UNH,2021-05-01,381.0311
UNH,2021-06-01,370.4119
UNH,2021-07-01,382.7052
UNH,2021-08-01,386.4651
UNH,2021-09-01,362.763
UNH,2021-10-01,429.001
UNH,2021-11-01,413.8615
UNH,2021-12-01,467.8232
UNH,2022-01-01,441.71
UNH,2022-02-01,444.7945
UNH,2022-03-01,476.6677
UNH,2022-04-01,476.7471
UNH,2022-05-01,465.7131
UNH,2022-06-01,481.5094
UNH,2022-07-01,510.2371
UNH,2022-08-01,488.5891
UNH,2022-09-01,475.145
UNH,2022-10-01,523.9276
UNH,2022-11-01,516.9532
UNH,2022-12-01,500.362
UNH,2023-01-01,472.5672
UNH,2023-02-01,450.5571
UNH,2023-03-01,447.3858
UNH,2023-04-01,467.505
UNH,2023-05-01,462.8974
UNH,2023-06-01,456.6271
UNH,2023-07-01,483.0464
UNH,2023-08-01,454.6285
UNH,2023-09-01,480.9668
UNH,2023-10-01,512.8807
UNH,2023-11-01,529.5535
UNH,2023-12-01,504.1757
UNH,2024-01-01,491.7413
UNH,2024-02-01,474.3103
UNH,2024-03-01,475.3672
UNH,2024-04-01,466.6294
UNH,2024-05-01,477.8875
UNH,2024-06-01,491.2873
UNH,2024-07-01,558.1843
UNH,2024-08-01,571.7863
UNH,2024-09-01,566.4385
UNH,2024-10-01,548.8273
UNH,2024-11-01,593.2586
UNH,2024-12-01,491.8154
UNH,2025-01-01,529.4514
UNH,2025-02-01,463.5444
UNH,2025-03-01,511.1618
UNH,2025-04-01,403.2672
UNH,2025-05-01,295.9129
UNH,2025-06-01,305.7731
UNH,2025-07-01,246.3392
UNH,2025-08-01,305.8708
UNH,2025-09-01,340.8435
UNH,2025-10-01,339.2789
UNH,2025-11-01,327.5676
UNH,2025-12-01,327.9053
UNH,2026-01-01,286.93
UNH,2026-02-01,282.34
