ticker,price_date,adj_close
CAT,2021-03-01,211.4677
CAT,2021-04-01,208.0385
CAT,2021-05-01,220.8611
CAT,2021-06-01,199.3778
CAT,2021-07-01,189.4103
CAT,2021-08-01,194.2215
CAT,2021-09-01,176.8137
CAT,2021-10-01,187.9031
CAT,2021-11-01,179.068
CAT,2021-12-01,191.4689
CAT,2022-01-01,186.6716
CAT,2022-02-01,174.5672
CAT,2022-03-01,207.3625
CAT,2022-04-01,195.9344
CAT,2022-05-01,201.8394
CAT,2022-06-01,167.1568
CAT,2022-07-01,185.3817
CAT,2022-08-01,173.9236
CAT,2022-09-01,154.4983
CAT,2022-10-01,203.8196
CAT,2022-11-01,224.0941
CAT,2022-12-01,227.08
CAT,2023-01-01,239.1468
CAT,2023-02-01,228.1534
CAT,2023-03-01,217.9529
CAT,2023-04-01,208.3906
CAT,2023-05-01,197.0251
CAT,2023-06-01,235.6162
CAT,2023-07-01,253.9255
CAT,2023-08-01,270.5418
CAT,2023-09-01,262.718
CAT,2023-10-01,217.5363
CAT,2023-11-01,242.5239
CAT,2023-12-01,286.0044
CAT,2024-01-01,290.4927
CAT,2024-02-01,324.5393
CAT,2024-03-01,356.0934
CAT,2024-04-01,325.1321
CAT,2024-05-01,330.1699
CAT,2024-06-01,324.8835
CAT,2024-07-01,337.6604
CAT,2024-08-01,348.7307
CAT,2024-09-01,383.026
CAT,2024-10-01,368.4148
CAT,2024-11-01,399.1346
CAT,2024-12-01,356.5293
CAT,2025-01-01,365.0602
CAT,2025-02-01,339.2816
CAT,2025-03-01,325.3236
CAT,2025-04-01,305.0723
CAT,2025-05-01,344.9592
CAT,2025-06-01,384.7847
CAT,2025-07-01,434.1552
CAT,2025-08-01,416.8642
CAT,2025-09-01,474.6725
CAT,2025-10-01,574.2626
CAT,2025-11-01,574.4161
CAT,2025-12-01,571.5328
CAT,2026-01-01,655.8256
CAT,2026-02-01,756.47
